senhJorth0,senhJorth1,senhJorth2,senhJorth3,senhJorth4,senhJorth5,senhJorth6,senhJorth7,senhJorth8,senhJorth9,senhJorth10,senhJorth11,senhJorth12,senhJorth13,senhJorth14,senhJorth15,senhJorth16,senhJorth17,senhJorth18,senhJorth19,senhJorth20,senhJorth21,senhJorth22,senhJorth23,senhJorth24,senhJorth25,senhJorth26,senhJorth27,senhJorth28,senhJorth29,senhJorth30,senhJorth31,senhJorth32,senhJorth33,senhJorth34,senhJorth35,senhJorth36,senhJorth37,senhJorth38,senhJorth39
"(0.007972380549375853, 155.24972974241487)","(0.007929122506473539, 155.36613211435952)","(0.0069829028507321115, 184.51308575448397)","(0.007356823982585065, 168.43176788511354)","(0.007048457259793051, 164.3340103454138)","(0.006629048409624023, 150.75882548141374)","(0.006977693453140315, 170.76630561646797)","(0.007152160693570275, 175.97457258856414)","(0.0072278673604986654, 163.03112710232745)","(0.007029414184761726, 183.73509899390245)","(0.0072414923978724, 157.15267337361578)","(0.007062893515503456, 180.05240945773852)","(0.006985047756819315, 163.89413643495354)","(0.00702369027022865, 164.24932520672485)","(0.007041665858937093, 149.47205931157197)","(0.007104521349348761, 159.5698703760472)","(0.006890218663257306, 186.8525105854164)","(0.006864382995163254, 186.79424992353634)","(0.007250426670081248, 174.2187527302831)","(0.007284071595121915, 169.53420151399584)","(0.006851126715011853, 168.26670145451394)","(0.007090788538326049, 179.47754410718753)","(0.007370723457654436, 162.61711987444733)","(0.007216944586630484, 177.9951923746145)","(0.006734661718435946, 180.71578863131106)","(0.007047434738426024, 181.13508265801298)","(0.00708945819512337, 172.8584929153829)","(0.007208535709148174, 179.6108427301943)","(0.007002780723755255, 186.23887502564554)","(0.006916235789358457, 178.90341133283746)","(0.006930875786113512, 186.8420469480124)","(0.0072523550103802525, 173.2762011355082)","(0.0010650005394039644, 1443.4658450216152)","(0.0016385119177722619, 933.968627241277)","(0.0009546549205106588, 1745.605984367645)","(0.0002880703521077055, 4497.777613709504)","(1.2219088336376316e-05, 100524.62911769297)","(0.00047328310491090853, 3253.1833668322406)","(0.00010748384796849384, 4955.128517339345)","(4.376394838904706e-05, 38659.770130489684)"
"(0.007267065433278913, 162.74049164000485)","(0.00766758258265146, 162.65581555965147)","(0.005380589854873965, 219.62466559052532)","(0.006819880717613251, 181.70798247023998)","(0.006227078743687508, 184.62121873500308)","(0.006298348810743179, 156.49811685990176)","(0.0056394938706522705, 199.6805755370508)","(0.006121026712038099, 198.45402761024772)","(0.006557647517863294, 180.85840079587226)","(0.005364828481355146, 219.62637218281242)","(0.006927117258773581, 168.28739600318846)","(0.005706833716194058, 209.39996705175872)","(0.005993178986667871, 179.00485669039233)","(0.006677885590633641, 175.32976011718924)","(0.007552939314974801, 149.128426728867)","(0.00658232378545557, 172.2284944237723)","(0.005093052368322694, 221.3610082283365)","(0.005086370416041079, 219.7618959176929)","(0.006122654050788038, 196.14309611242666)","(0.0061206710279894236, 192.94209266695788)","(0.006516185537918015, 179.069727498065)","(0.005704157759585198, 209.3772279632498)","(0.007161171379848133, 169.6162965421383)","(0.005822626615928777, 207.63773279296143)","(0.005027209691327812, 212.00643341113548)","(0.005535775106137844, 214.57576548890893)","(0.006009823457254827, 197.22400230913524)","(0.0057224737214757624, 211.10146366265968)","(0.0051853330876836775, 224.52296007777792)","(0.005610393072399828, 208.17232649490208)","(0.0050568248022169904, 224.0482169127457)","(0.00577072385781826, 200.8121712217081)","(0.001629581746522789, 931.7381348024159)","(0.0015921356990060542, 826.2335776110598)","(0.0008644589209299274, 1987.0532715269856)","(0.00047215137001487033, 2731.561735153592)","(1.18588721441407e-05, 113894.93838780116)","(0.0002039261388988864, 7339.456117228519)","(0.0001404794966546493, 2848.43171238355)","(7.366859909738974e-05, 21577.817591975014)"
"(0.008410489924886152, 149.68047374673995)","(0.008536711271239951, 149.68367274592876)","(0.007277029236725618, 180.89842093182486)","(0.00799739719815322, 162.57460074459968)","(0.007202350884051859, 168.95382380487192)","(0.006280553966926691, 154.74665085293668)","(0.0070483526149068, 177.2386819636149)","(0.007450781586518399, 173.97179993411223)","(0.007297029946210281, 166.41956438895923)","(0.007318992349051272, 180.26194419495377)","(0.007198396660116307, 159.50963418956746)","(0.007329438424088947, 178.20573434047301)","(0.006903824278245966, 167.25461906085408)","(0.007081155466125305, 168.3446991489288)","(0.006577613266539129, 155.86710605232088)","(0.007105909368400003, 162.6842200902116)","(0.0071055154020979155, 183.1508262814225)","(0.0070556618077754615, 183.46252337126623)","(0.00758753541454255, 171.08305148272476)","(0.007548116657592645, 169.9376670990968)","(0.007636104480732682, 163.16845407942355)","(0.007471839026100309, 175.89508339485724)","(0.007719790187809406, 159.4597348445283)","(0.0075571340184164195, 174.7591237675843)","(0.0066293947855630775, 185.55705525716675)","(0.007375592118698714, 178.41422200607224)","(0.007354127393404436, 173.16940372422164)","(0.007564527982629535, 175.36454388248495)","(0.007283572619320174, 181.49617045791152)","(0.007156477942924091, 178.97529788806995)","(0.007154927701148101, 182.8031656996682)","(0.0074422033924676214, 172.1620894829549)","(0.0016257123620364749, 935.4903200280771)","(0.0020350319519835238, 749.6998984291603)","(0.001851779951541144, 909.0517213972122)","(0.000299823168348874, 4420.825246136929)","(5.9892811724294845e-05, 22297.68272298749)","(0.0024127570457743125, 645.8032628991457)","(7.0374470662335e-05, 7837.770182818188)","(4.354639955585561e-05, 39109.961020030125)"
"(0.006999257203885256, 160.58123809988953)","(0.006631177092081083, 167.5919798128064)","(0.004929619585230544, 223.23439424912115)","(0.006188824278826353, 183.0053929289788)","(0.006100442232403883, 176.27112836388702)","(0.006251794718661065, 149.9049501214514)","(0.005465858645909462, 190.97190989799424)","(0.005460442024034107, 202.08829659453835)","(0.005919406710347838, 179.27248298086303)","(0.004947437268643912, 222.9024934618409)","(0.006281080336728453, 163.9426412676384)","(0.005183772072585286, 211.4457723804656)","(0.0060746169892212576, 166.1520334340468)","(0.006187542982070657, 170.51237142489438)","(0.006849398727962084, 149.82834953976447)","(0.006138676444276882, 163.60297722231203)","(0.004892145596775032, 218.81800244967235)","(0.004920994167347325, 216.0807519019044)","(0.0054982542877059426, 198.20485825340512)","(0.005683423155534022, 191.2799385298394)","(0.006441665922551876, 173.68484610522796)","(0.0052481602996341655, 211.65758759300977)","(0.006344812367661955, 171.0084795976298)","(0.005277027157434894, 211.28122332433148)","(0.005078583019441883, 200.52461109127714)","(0.005162910306707182, 217.2226574235966)","(0.005574617360372967, 193.79350671775077)","(0.005158112860010682, 216.73821408710194)","(0.004821139204283286, 227.5353626968295)","(0.005253355826423888, 205.43099499380097)","(0.004831819448020737, 222.55543842867934)","(0.005653355169026944, 193.47747269910408)","(0.0011506961168234442, 1240.6803423807942)","(0.0010756338675594833, 1191.1322803933251)","(0.0003275502990855561, 5105.719222299747)","(0.0003297496079522884, 4031.5756450508648)","(1.7017697248881675e-05, 77510.42054983962)","(0.0003932010529103682, 3849.3846755013897)","(0.00015811784267956303, 4628.391617141832)","(3.194128732157235e-05, 49664.38103234924)"
"(0.007826564503575427, 158.93149584844716)","(0.008242653010832981, 153.946685386653)","(0.007039998476178636, 188.2589167814518)","(0.00775383699785151, 167.32309995265965)","(0.007025317303945249, 172.76588808496498)","(0.006296182004790869, 151.84872221643886)","(0.007114106340695638, 177.8105291813195)","(0.0072182491724130105, 180.4731442213214)","(0.007097968096542321, 171.0577003974591)","(0.007110724484604059, 187.2314239314481)","(0.00692487057647803, 163.11924487809006)","(0.007107636613229409, 184.47330660797903)","(0.006659252051679415, 172.52047971213148)","(0.0069472470983994415, 169.2676527611546)","(0.006608172194340312, 148.36817381113272)","(0.006866314505023252, 167.09435681905134)","(0.006816536705676954, 193.11530725390577)","(0.006741907000968853, 194.12285630895803)","(0.00726499873335515, 177.96511335777535)","(0.007308625490817212, 174.67669268628305)","(0.0072430590294317795, 169.44205444789574)","(0.007167251458419705, 183.41343260389607)","(0.00738970404410796, 164.98332736572993)","(0.007322156746547156, 181.09354798261023)","(0.006430496588924726, 194.09724670568474)","(0.0070427118387503635, 187.1067834074055)","(0.007096205727158334, 179.2324919215891)","(0.007291561746387677, 182.76143117511413)","(0.00699770586557259, 190.4521997846739)","(0.0069674250232439755, 185.0332548349297)","(0.006838864566657893, 192.99825432258393)","(0.007093837902920881, 180.8207825453352)","(0.0007716757645819194, 1932.6590351076409)","(0.0012638976430958924, 1209.3317388267271)","(0.0008612645702022036, 1969.87611096209)","(0.000832505693418273, 1557.3906991114163)","(3.7146034536075524e-05, 35113.754714079965)","(0.0012836834978140728, 1214.2418779630311)","(7.951242459296714e-05, 6297.72028888458)","(3.661471375562982e-05, 46109.718713084665)"
"(0.007399576906644359, 161.14205143835352)","(0.00817063020819974, 157.21754989545897)","(0.006975212612212839, 189.98641626715093)","(0.008010331249220655, 164.54354655699058)","(0.007139554358514985, 169.05090110873033)","(0.006312378173342505, 153.82117408166312)","(0.007006782389753585, 179.28500090034495)","(0.00751067449629403, 175.47535217059814)","(0.007482825910273957, 166.56728901429477)","(0.006996130292957731, 189.94168132885918)","(0.007246661225366049, 162.69638713912911)","(0.007169793998600457, 183.79776426447583)","(0.006443211403918932, 170.27257100773525)","(0.007222949106984182, 167.10722675184266)","(0.007079202728007274, 149.6684699954118)","(0.007216905350019414, 163.22304492971261)","(0.006348856403432697, 199.54902736943998)","(0.006284916854237656, 199.76518507084256)","(0.007453744127457917, 174.95499166714978)","(0.007461302912370379, 172.29322444340067)","(0.007283482141217978, 167.10754951858505)","(0.0072408965894844475, 182.55775093698625)","(0.007457548340057677, 166.09620257934964)","(0.007399541969988747, 180.43626861092494)","(0.005989800382448617, 196.0200263922834)","(0.007057058379058418, 187.03580080889824)","(0.007213485571466047, 177.4472065585669)","(0.007373596756895218, 181.9212305983815)","(0.006805920014146751, 194.22601445056333)","(0.007001008808786387, 184.03171030389757)","(0.0065131740256787396, 197.91455759818533)","(0.00694744866215848, 180.01531013752032)","(0.0010182852774483202, 1495.33383392077)","(0.0018124739066883578, 835.0169011732044)","(0.002037220956142947, 840.5323706770654)","(0.00038124840850041475, 3455.435804988961)","(2.5357050909512193e-05, 53663.49096871984)","(0.0006427308058737322, 2367.392234060429)","(8.543074870572505e-05, 2871.11979959873)","(1.7210992139852366e-05, 90501.21405651103)"
"(0.007824380517021308, 155.35029367349208)","(0.007699146520587729, 158.08881256902023)","(0.0075027966703161185, 175.68878972052525)","(0.0075995482445490444, 166.0418481490602)","(0.007219778164841934, 166.21167390436034)","(0.006181984474470485, 155.7364527670462)","(0.0074640422639008835, 167.84543386140118)","(0.007304128682163097, 174.3309372380788)","(0.006868086239915327, 170.38155082564148)","(0.007623192149595995, 173.60174935292636)","(0.006605657531412677, 164.4068768512538)","(0.007396510011225511, 175.36364686166155)","(0.006818442747351448, 164.55594355633036)","(0.006695654165924315, 169.47257770654846)","(0.006696014143720698, 148.88809183103547)","(0.006742082004762531, 164.0232009452294)","(0.0073198315329112435, 177.51628129930015)","(0.007275870248146543, 177.72549561974907)","(0.007595078698537455, 167.71531917030578)","(0.007792573933698452, 163.10670263365247)","(0.007685191121750644, 160.88114000418818)","(0.007569992918074124, 171.96560304371008)","(0.006750308951118535, 169.45070942610565)","(0.0076131455217902134, 171.9248244075105)","(0.006806173386537046, 179.3408404792933)","(0.007593172108546372, 173.4972960250763)","(0.007247903040661832, 172.07231797463407)","(0.007684046304168103, 171.68305111229878)","(0.007577155579158483, 175.32570390121901)","(0.007313640210770782, 174.55906128107782)","(0.007416948646920129, 177.0431857260278)","(0.007530060972654111, 168.82023213536831)","(0.0007066029179627488, 2006.999891740723)","(0.002075708759002088, 763.6271681592381)","(0.0021676073246059586, 776.8286076061447)","(0.00034750389336116676, 3789.771799769866)","(1.4237382638026998e-05, 79356.44512288396)","(0.001860697711475042, 842.726758655007)","(5.805750900653903e-05, 5149.189510794385)","(0.00011033562337052225, 15346.077088241425)"
"(0.007573467544125321, 156.7726063149114)","(0.007565575602816764, 154.40574190771505)","(0.00658344904920282, 189.29294564329402)","(0.007200219967605452, 164.7089979811442)","(0.007020691969134145, 157.65850178844704)","(0.006708055816137133, 148.7437200195812)","(0.006853586356826228, 164.25984628521758)","(0.0069315072458797375, 174.84727954887435)","(0.007147626253374928, 159.53593835618972)","(0.006606826749950806, 188.39208258164885)","(0.007156031728965722, 154.79642011853434)","(0.006751940906674825, 181.05217275784662)","(0.007004498870320868, 158.48235729697842)","(0.007028236265980424, 157.3125775797155)","(0.006864809311491956, 143.9472780235135)","(0.0070192605250838135, 154.83380923836086)","(0.006421651229243597, 192.6284451768888)","(0.00646834672449061, 191.22232284506947)","(0.006869115028196146, 172.71467253126306)","(0.006984891204762322, 166.38997354107858)","(0.00721644945930321, 158.129421686376)","(0.00684536242295738, 179.32371569160244)","(0.007341215648495269, 159.39574033726385)","(0.006866830079302745, 179.41600465779382)","(0.006449006858879443, 180.17594334873422)","(0.006935693906225644, 180.0687695871448)","(0.00695609201554195, 168.13295808862367)","(0.006803480801349535, 182.77236264008505)","(0.006471932501882142, 194.53357556157383)","(0.006717662568673208, 175.14166212902566)","(0.0064235496316224815, 193.84228450378214)","(0.006840270348357721, 171.12972727516942)","(0.0008370009746808181, 1834.318451581043)","(0.0005582209424353814, 2726.468947521932)","(0.00016297919054934518, 9918.348285037404)","(0.00014730321865331328, 8636.362356027146)","(1.7347402263592172e-05, 67146.45636963463)","(0.0011340920465232583, 1400.8975001086876)","(0.00023751952069792607, 619.014942977193)","(3.127533585136239e-05, 51709.61352641086)"
"(0.007434562844919041, 155.35909886855245)","(0.0074383521046947456, 162.36871143804595)","(0.005436556560917365, 213.62181643175958)","(0.006732383627844571, 179.00803538046185)","(0.006303916833193741, 177.55928681129373)","(0.006537122282820012, 149.60485205981985)","(0.005809234291755879, 189.04913095436464)","(0.0060714798527591795, 195.84608331516753)","(0.006407599867854835, 175.72154313668014)","(0.00546570528760834, 213.36064225041883)","(0.00673764729629481, 163.80391746834255)","(0.005696816806022003, 205.62535346748643)","(0.006398753200427128, 164.30420420426972)","(0.006566947137855096, 172.6830387420867)","(0.007266463791828083, 150.46039348324774)","(0.006488777432726744, 168.01597193316218)","(0.00530297257910823, 212.54466065490163)","(0.0053196378075811715, 211.39149933659755)","(0.006121925619621901, 192.24367091421993)","(0.0062345715984746366, 186.08187378835484)","(0.0068566327622691155, 170.44031734533345)","(0.00578788069694351, 203.85097257833408)","(0.0070835080322021945, 166.8202688073804)","(0.005813191604525578, 204.66203003279986)","(0.005365005374608902, 195.5327773053692)","(0.005586734490688061, 208.00671369268417)","(0.005975807049298423, 191.07159927285556)","(0.00575512870801207, 207.50932332451055)","(0.00535237170166394, 216.93903046623637)","(0.00561365781477878, 200.99318043493824)","(0.005291172807495064, 214.98716570819235)","(0.006156308377892487, 189.45686707831817)","(0.0002934947872727657, 5173.913770735481)","(0.0008001540322361677, 1726.847909936076)","(0.00025485386862903045, 6690.066089693206)","(0.0001691902968762088, 7650.784088964537)","(1.5178833519484557e-05, 81037.67106444133)","(0.00046365674349852957, 3344.1504711080984)","(6.214341239892267e-05, 6677.584227001108)","(1.6562815863652812e-05, 94703.9499828548)"
"(0.007075315964138104, 163.46466773931542)","(0.00630061930833926, 171.76827523840342)","(0.00477632431458922, 216.96566043909593)","(0.00565933549677957, 188.6742404244995)","(0.005638601491816241, 180.407568291)","(0.0061637060393557605, 156.3732700076007)","(0.005312606393284159, 189.98291774093437)","(0.005167039797697825, 200.82099008937183)","(0.005644207736481808, 180.98421250719747)","(0.004812902521972587, 216.70615308923195)","(0.005981770299220072, 169.90515796560183)","(0.004953098442418501, 209.0024701538126)","(0.005815636483513902, 175.63704033121127)","(0.005851952127711505, 174.98081477492698)","(0.006938606442702418, 152.52201337220686)","(0.005796932082502611, 174.0575824682106)","(0.004853573119238546, 214.36414371080397)","(0.00488662425834624, 213.5237543088914)","(0.005246539387982541, 200.21353596500535)","(0.005407724764049858, 192.83556115732094)","(0.006147076834913743, 177.0224933589541)","(0.004994430777704086, 208.60607769661345)","(0.006014189240931512, 174.44935713517233)","(0.005018447185910688, 209.16569146564004)","(0.004982201313654917, 201.28070225985442)","(0.005045522133842331, 213.05272015897572)","(0.005266950795563284, 195.10399415982297)","(0.004947408675294442, 212.90941031622222)","(0.004725949448205682, 220.87528401741696)","(0.005019416768160688, 202.70025535743267)","(0.004767997126537962, 218.1275112616896)","(0.005384988592282496, 200.4367788454014)","(0.0013534806065896928, 1027.5862785943768)","(0.00120472954955265, 1085.386662465449)","(0.00017987789001302663, 9192.061021951842)","(0.0001801687737781134, 7182.384744586597)","(1.780279057003826e-05, 75591.29349890415)","(0.0007854262535056682, 1901.456054010668)","(0.00020095826111429983, 701.8763917041433)","(2.5253624257736402e-05, 66767.89766868553)"
